HongShang1*11220003*Cn.Id807035.All_BN*DLi_DLjm@HongShang1@Cn.Id807035.All_BN@59201,DLi_DLjm@HongShang1@Cn.Id807035.All_BN@59201,Trader
HongShang1*11220003*Cn.Id807035.All_BN*DLj_SQhc@HongShang1@Cn.Id807035.All_BN@59205,DLj_SQhc@HongShang1@Cn.Id807035.All_BN@59205,Trader
HongShang1*11220003*Id807035.MFA_T0_C,Id807035.MFA_T0_C,Strategy
HongShang1*11220003*Id807035.MFA_T0_C*ZZTA_SQru@HongShang1@Id807035.MFA@26317,ZZTA_SQru@HongShang1@Id807035.MFA@26317,Trader
HongShang1*11220003*Id807035.MFA_T0_C*ZZMA_SQru@HongShang1@Id807035.MFA@26315,ZZMA_SQru@HongShang1@Id807035.MFA@26315,Trader
HongShang1*11220003*Id807035.MFA_T0_C*DLv_SQru@HongShang1@Id807035.MFA@26310,DLv_SQru@HongShang1@Id807035.MFA@26310,Trader
HongShang1*11220003*Id807035.MFA_T0_C*ZZMA_SQbu@HongShang1@Id807035.MFA@26314,ZZMA_SQbu@HongShang1@Id807035.MFA@26314,Trader
HongShang1*11220003*Id807035.MFA_T0_C*ZZTA_ZZMA@HongShang1@Id807035.MFA@26318,ZZTA_ZZMA@HongShang1@Id807035.MFA@26318,Trader
HongShang1*11220003*Id807035.MFA_T0_C*DLpp_SQru@HongShang1@Id807035.MFA@26306,DLpp_SQru@HongShang1@Id807035.MFA@26306,Trader
HongShang1*11220003*CSI.Id007969.S0Intra,CSI.Id007969.S0Intra,Strategy
HongShang1*11220003*CSI.Id007969.S0Intra*SSE50@HongShang1@CSI.Id007969.S0Intra@59803,SSE50@HongShang1@CSI.Id007969.S0Intra@59803,Trader
HongShang1*11220003*CSI.Id007969.S0Intra*CSI300@HongShang1@CSI.Id007969.S0Intra@59801,CSI300@HongShang1@CSI.Id007969.S0Intra@59801,Trader
HongShang1*11220003*Cn.Id807035.All_AN,Cn.Id807035.All_AN,Strategy
HongShang1*11220003*Cn.Id807035.All_AN*DLp_DLy@HongShang1@Cn.Id807035.All_AN@59102,DLp_DLy@HongShang1@Cn.Id807035.All_AN@59102,Trader
HongShang1*11220003*Cn.Id807035.All_AN*DLp_ZZOI@HongShang1@Cn.Id807035.All_AN@59103,DLp_ZZOI@HongShang1@Cn.Id807035.All_AN@59103,Trader
HongShang1*11220003*ChinaIndexFuturesA1500S.IF300,ChinaIndexFuturesA1500S.IF300,Strategy
HongShang1*11220003*ChinaIndexFuturesA1500S.IF300*CSI300@HongShang1@ChinaIndexFuturesA1500S.IF300@30101,CSI300@HongShang1@ChinaIndexFuturesA1500S.IF300@30101,Trader
HongShang1*11220003*CnCom.Id807035.CalArbAll2N,CnCom.Id807035.CalArbAll2N,Strategy
HongShang1*11220003*CnCom.Id807035.CalArbAll2N*DLy@HongShang1@CnCom.Id807035.CalArbAll2N@58705,DLy@HongShang1@CnCom.Id807035.CalArbAll2N@58705,Trader
HongShang1*11220003*CnCom.Id807035.CalArbAll2N*DLp@HongShang1@CnCom.Id807035.CalArbAll2N@58703,DLp@HongShang1@CnCom.Id807035.CalArbAll2N@58703,Trader
HongShang1*11220003*CnCom.Id807035.CalArbAll2N*DLp@HongShang1@CnCom.Id807035.CalArbAll2N@58702,DLp@HongShang1@CnCom.Id807035.CalArbAll2N@58702,Trader
HongShang1*11220003*CnCom.Id807035.CalArbAll2N*DLp@HongShang1@CnCom.Id807035.CalArbAll2N@58701,DLp@HongShang1@CnCom.Id807035.CalArbAll2N@58701,Trader
HongShang1*11220003*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
HongShang1*11220003*CnCom.Id807045.IhIfGlb_MRS*SSE50_SgxCN@HongShang1@CnCom.Id807045.IhIfGlb_MRS@60115,SSE50_SgxCN@HongShang1@CnCom.Id807045.IhIfGlb_MRS@60115,Trader
HongShang1*11220003*CnCom.Id807045.IhIfGlb_MRS*CSI300_SgxCN@HongShang1@CnCom.Id807045.IhIfGlb_MRS@60107,CSI300_SgxCN@HongShang1@CnCom.Id807045.IhIfGlb_MRS@60107,Trader
QiuShi1,QiuShi1,Fund
QiuShi1*11220005,11220005,Account
QiuShi1*11220005*Id807045.BuFu3_V5L1,Id807045.BuFu3_V5L1,Strategy
QiuShi1*11220005*Id807045.BuFu3_V5L1*SQfu_CL@QiuShi1@Id807045.BuFu3_V5L1@29814,SQfu_CL@QiuShi1@Id807045.BuFu3_V5L1@29814,Trader
QiuShi1*11220005*Id807045.BuFu3_V5L1*SQbu_SQsc@QiuShi1@Id807045.BuFu3_V5L1@29807,SQbu_SQsc@QiuShi1@Id807045.BuFu3_V5L1@29807,Trader
QiuShi1*11220005*Id807045.BuFu3_V5L1*SQbu_CL@QiuShi1@Id807045.BuFu3_V5L1@29805,SQbu_CL@QiuShi1@Id807045.BuFu3_V5L1@29805,Trader
QiuShi1*11220005*Id807045.BuFu3_V5L1*SQfu_SQsc@QiuShi1@Id807045.BuFu3_V5L1@29817,SQfu_SQsc@QiuShi1@Id807045.BuFu3_V5L1@29817,Trader
QiuShi1*11220005*Id807045.BuFu3_V5L1*SQfu_SQsc@QiuShi1@Id807045.BuFu3_V5L1@29816,SQfu_SQsc@QiuShi1@Id807045.BuFu3_V5L1@29816,Trader
QiuShi1*11220005*Id807045.BuFu3_V5L1*SQbu_BZ@QiuShi1@Id807045.BuFu3_V5L1@29801,SQbu_BZ@QiuShi1@Id807045.BuFu3_V5L1@29801,Trader
QiuShi1*11220005*Id807045.BuFu3_V5L1*SQfu_BZ@QiuShi1@Id807045.BuFu3_V5L1@29810,SQfu_BZ@QiuShi1@Id807045.BuFu3_V5L1@29810,Trader
QiuShi1*11220005*Id807045.BuFu3_V5L1*SQbu_SQsc@QiuShi1@Id807045.BuFu3_V5L1@29809,SQbu_SQsc@QiuShi1@Id807045.BuFu3_V5L1@29809,Trader
QiuShi1*11220005*Id807045.BuFu3_V5L1*SQbu_SQsc@QiuShi1@Id807045.BuFu3_V5L1@29808,SQbu_SQsc@QiuShi1@Id807045.BuFu3_V5L1@29808,Trader
QiuShi1*11220005*Id807045.BuFu3_V5L1*SQfu_BZ@QiuShi1@Id807045.BuFu3_V5L1@29811,SQfu_BZ@QiuShi1@Id807045.BuFu3_V5L1@29811,Trader
QiuShi1*11220005*Id807045.BuFu3_V5L1*SQfu_CL@QiuShi1@Id807045.BuFu3_V5L1@29813,SQfu_CL@QiuShi1@Id807045.BuFu3_V5L1@29813,Trader
QiuShi1*11220005*Id807045.BuFu3_V5L1*SQbu_CL@QiuShi1@Id807045.BuFu3_V5L1@29804,SQbu_CL@QiuShi1@Id807045.BuFu3_V5L1@29804,Trader
QiuShi1*11220005*Id807045.BuFu3_V5L1*SQbu_BZ@QiuShi1@Id807045.BuFu3_V5L1@29802,SQbu_BZ@QiuShi1@Id807045.BuFu3_V5L1@29802,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSL1,CnCom.Id807012.ComQSL1,Strategy
QiuShi1*11220005*CnCom.Id807012.ComQSL1*DLcs_DLc@QiuShi1@CnCom.Id807012.ComQSL1@60601,DLcs_DLc@QiuShi1@CnCom.Id807012.ComQSL1@60601,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSL1*ZZOI_DLy@QiuShi1@CnCom.Id807012.ComQSL1@60610,ZZOI_DLy@QiuShi1@CnCom.Id807012.ComQSL1@60610,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSL1*DLl_DLpp@QiuShi1@CnCom.Id807012.ComQSL1@60605,DLl_DLpp@QiuShi1@CnCom.Id807012.ComQSL1@60605,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSL1*DLc_DLcs@QiuShi1@CnCom.Id807012.ComQSL1@60602,DLc_DLcs@QiuShi1@CnCom.Id807012.ComQSL1@60602,Trader
