QiuShi1*11220005*CnCom.Id807012.ComQSF2L1*DLm_ZZRM@QiuShi1@CnCom.Id807012.ComQSF2L1@61101,DLm_ZZRM@QiuShi1@CnCom.Id807012.ComQSF2L1@61101,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSF2L1*ZZRM_DLm@QiuShi1@CnCom.Id807012.ComQSF2L1@61104,ZZRM_DLm@QiuShi1@CnCom.Id807012.ComQSF2L1@61104,Trader
QiuShi1*11220005*CnCom.Id807012.CnOilSL1N,CnCom.Id807012.CnOilSL1N,Strategy
QiuShi1*11220005*CnCom.Id807012.CnOilSL1N*SQsc_BRN@QiuShi1@CnCom.Id807012.CnOilSL1N@59719,SQsc_BRN@QiuShi1@CnCom.Id807012.CnOilSL1N@59719,Trader
QiuShi1*11220005*CnCom.Id807012.CnOilSL1N*SQsc_BRN@QiuShi1@CnCom.Id807012.CnOilSL1N@28515,SQsc_BRN@QiuShi1@CnCom.Id807012.CnOilSL1N@28515,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfIcIdxL1,CnCom.Id807045.IhIfIcIdxL1,Strategy
QiuShi1*11220005*CnCom.Id807045.IhIfIcIdxL1*CSI300_IdxsCsi300@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60504,CSI300_IdxsCsi300@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60504,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfIcIdxL1*SSE50_IdxSse50@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60511,SSE50_IdxSse50@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60511,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfIcIdxL1*SSE50_IdxSse50@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60510,SSE50_IdxSse50@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60510,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfIcIdxL1*CSI500_IdxCsi500@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60507,CSI500_IdxCsi500@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60507,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfIcIdxL1*CSI300_IdxCsi300@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60501,CSI300_IdxCsi300@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60501,Trader
QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N,Cn.Id807012.CnLmeAllL1N,Strategy
QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N*SQni_LmeNI@QiuShi1@Cn.Id807012.CnLmeAllL1N@26806,SQni_LmeNI@QiuShi1@Cn.Id807012.CnLmeAllL1N@26806,Trader
QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N*SQal_LmeAH@QiuShi1@Cn.Id807012.CnLmeAllL1N@26803,SQal_LmeAH@QiuShi1@Cn.Id807012.CnLmeAllL1N@26803,Trader
QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N*SQzn_LmeZS@QiuShi1@Cn.Id807012.CnLmeAllL1N@26815,SQzn_LmeZS@QiuShi1@Cn.Id807012.CnLmeAllL1N@26815,Trader
QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N*SQpb_LmePB@QiuShi1@Cn.Id807012.CnLmeAllL1N@26809,SQpb_LmePB@QiuShi1@Cn.Id807012.CnLmeAllL1N@26809,Trader
QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N*SQsn_LmeCA@QiuShi1@Cn.Id807012.CnLmeAllL1N@26812,SQsn_LmeCA@QiuShi1@Cn.Id807012.CnLmeAllL1N@26812,Trader
QiuShi1*11220005*CnCom.Id807045.BuFuSc2L1,CnCom.Id807045.BuFuSc2L1,Strategy
QiuShi1*11220005*CnCom.Id807045.BuFuSc2L1*SQsc_BRN@QiuShi1@CnCom.Id807045.BuFuSc2L1@59501,SQsc_BRN@QiuShi1@CnCom.Id807045.BuFuSc2L1@59501,Trader
QiuShi1*11220005*CnCom.Id807045.BuFuSc2L1*SQsc_BZ@QiuShi1@CnCom.Id807045.BuFuSc2L1@59504,SQsc_BZ@QiuShi1@CnCom.Id807045.BuFuSc2L1@59504,Trader
QiuShi1*11220005*CnCom.Id807045.BuFuSc2L1*SQsc_CL@QiuShi1@CnCom.Id807045.BuFuSc2L1@59507,SQsc_CL@QiuShi1@CnCom.Id807045.BuFuSc2L1@59507,Trader
QiuShi1*11220005*CnCom.Id807045.ScCl_V5L1N,CnCom.Id807045.ScCl_V5L1N,Strategy
QiuShi1*11220005*CnCom.Id807045.ScCl_V5L1N*SQsc_CL@QiuShi1@CnCom.Id807045.ScCl_V5L1N@29603,SQsc_CL@QiuShi1@CnCom.Id807045.ScCl_V5L1N@29603,Trader
QiuShi1*11220005*Cn.Id807045.VsBrnL1,Cn.Id807045.VsBrnL1,Strategy
QiuShi1*11220005*Cn.Id807045.VsBrnL1*SQfu_BRN@QiuShi1@Cn.Id807045.VsBrnL1@26909,SQfu_BRN@QiuShi1@Cn.Id807045.VsBrnL1@26909,Trader
QiuShi1*11220005*CnCom.Id807035.CnOil_All,CnCom.Id807035.CnOil_All,Strategy
QiuShi1*11220005*CnCom.Id807035.CnOil_All*SQsc_SQbu@QiuShi1@CnCom.Id807035.CnOil_All@28303,SQsc_SQbu@QiuShi1@CnCom.Id807035.CnOil_All@28303,Trader
QiuShi1*11220005*Id807045.ScCl_V5L1,Id807045.ScCl_V5L1,Strategy
QiuShi1*11220005*Id807045.ScCl_V5L1*SQsc_CL@QiuShi1@Id807045.ScCl_V5L1@29601,SQsc_CL@QiuShi1@Id807045.ScCl_V5L1@29601,Trader
QiuShi1*11220005*CnCom.Id807045.CnE2AllL1N,CnCom.Id807045.CnE2AllL1N,Strategy
QiuShi1*11220005*CnCom.Id807045.CnE2AllL1N*SQsn_SQni@QiuShi1@CnCom.Id807045.CnE2AllL1N@27614,SQsn_SQni@QiuShi1@CnCom.Id807045.CnE2AllL1N@27614,Trader
QiuShi1*11220005*CnCom.Id807045.CnE2AllL1N*SQsn_SQcu@QiuShi1@CnCom.Id807045.CnE2AllL1N@27613,SQsn_SQcu@QiuShi1@CnCom.Id807045.CnE2AllL1N@27613,Trader
QiuShi1*11220005*CnCom.Id807045.CnE2AllL1N*SQsn_SQzn@QiuShi1@CnCom.Id807045.CnE2AllL1N@27615,SQsn_SQzn@QiuShi1@CnCom.Id807045.CnE2AllL1N@27615,Trader
QiuShi1*11220005*CnCom.Id807045.ScBrn3_V5L1,CnCom.Id807045.ScBrn3_V5L1,Strategy
QiuShi1*11220005*CnCom.Id807045.ScBrn3_V5L1*SQsc_BRN@QiuShi1@CnCom.Id807045.ScBrn3_V5L1@29901,SQsc_BRN@QiuShi1@CnCom.Id807045.ScBrn3_V5L1@29901,Trader
QiuShi1*11220005*CnCom.Id807045.ScBrn3_V5L1N,CnCom.Id807045.ScBrn3_V5L1N,Strategy
QiuShi1*11220005*CnCom.Id807045.ScBrn3_V5L1N*SQsc_BRN@QiuShi1@CnCom.Id807045.ScBrn3_V5L1N@29901,SQsc_BRN@QiuShi1@CnCom.Id807045.ScBrn3_V5L1N@29901,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
QiuShi1*11220005*CnCom.Id807045.IhIfGlb_MRS*CSI300_SgxCN@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60107,CSI300_SgxCN@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60107,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfGlb_MRS*SSE50_SgxCN@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60115,SSE50_SgxCN@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60115,Trader
QiuShi1*819068,819068,Account
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1N,CnCom.Id807012.CnCmeA_V5L1N,Strategy
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1N*ZZOI_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59613,ZZOI_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59613,Trader
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1N*DLa_ZS@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59601,DLa_ZS@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59601,Trader
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1N*DLp_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59607,DLp_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59607,Trader
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1N*DLm_ZM@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59604,DLm_ZM@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59604,Trader
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1N*DLp_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59609,DLp_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59609,Trader
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1N*DLm_ZM@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59605,DLm_ZM@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59605,Trader
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1N*DLm_ZM@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59606,DLm_ZM@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59606,Trader
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1N*DLp_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59608,DLp_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59608,Trader
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1N*DLa_ZS@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59602,DLa_ZS@QiuShi1@CnCom.Id807012.CnCmeA_V5L1N@59602,Trader
QiuShi1*819068*CnCom.Id807045.CnE2AllL1N,CnCom.Id807045.CnE2AllL1N,Strategy
QiuShi1*819068*CnCom.Id807045.CnE2AllL1N*DLj_DLjm@QiuShi1@CnCom.Id807045.CnE2AllL1N@27602,DLj_DLjm@QiuShi1@CnCom.Id807045.CnE2AllL1N@27602,Trader
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1,CnCom.Id807045.V6E0_All_L1,Strategy
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1*ZZMA_DLl@QiuShi1@CnCom.Id807045.V6E0_All_L1@27248,ZZMA_DLl@QiuShi1@CnCom.Id807045.V6E0_All_L1@27248,Trader
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1*DLjm_ZZTC@QiuShi1@CnCom.Id807045.V6E0_All_L1@27211,DLjm_ZZTC@QiuShi1@CnCom.Id807045.V6E0_All_L1@27211,Trader
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1*ZZMA_DLpp@QiuShi1@CnCom.Id807045.V6E0_All_L1@27249,ZZMA_DLpp@QiuShi1@CnCom.Id807045.V6E0_All_L1@27249,Trader
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1*ZZOI_DLy@QiuShi1@CnCom.Id807045.V6E0_All_L1@27253,ZZOI_DLy@QiuShi1@CnCom.Id807045.V6E0_All_L1@27253,Trader
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1*SQsn_SQni@QiuShi1@CnCom.Id807045.V6E0_All_L1@27242,SQsn_SQni@QiuShi1@CnCom.Id807045.V6E0_All_L1@27242,Trader
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1*SQsn_SQzn@QiuShi1@CnCom.Id807045.V6E0_All_L1@27243,SQsn_SQzn@QiuShi1@CnCom.Id807045.V6E0_All_L1@27243,Trader
QiuShi1*819068*CnCom.Id007969.IntraSC,CnCom.Id007969.IntraSC,Strategy
QiuShi1*819068*CnCom.Id007969.IntraSC*SQsc@QiuShi1@CnCom.Id007969.IntraSC@28401,SQsc@QiuShi1@CnCom.Id007969.IntraSC@28401,Trader
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1,CnCom.Id807045.MFA_V6_All_L1,Strategy
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*DLl_ZZMA@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27122,DLl_ZZMA@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27122,Trader
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*DLjm_ZZTC@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27115,DLjm_ZZTC@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27115,Trader
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*ZZSM_ZZTC@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27173,ZZSM_ZZTC@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27173,Trader
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*ZZOI_DLy@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27159,ZZOI_DLy@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27159,Trader
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*ZZMA_DLpp@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27154,ZZMA_DLpp@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27154,Trader
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*SQsn_SQni@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27150,SQsn_SQni@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27150,Trader
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*DLpp_DLl@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27123,DLpp_DLl@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27123,Trader
QiuShi1*819068*CnCom.Id807045.CnE2AllL1,CnCom.Id807045.CnE2AllL1,Strategy
QiuShi1*819068*CnCom.Id807045.CnE2AllL1*SQsn_SQzn@QiuShi1@CnCom.Id807045.CnE2AllL1@27412,SQsn_SQzn@QiuShi1@CnCom.Id807045.CnE2AllL1@27412,Trader
QiuShi1*819068*CnCom.Id807045.CnE2AllL1*DLjm_ZZTC@QiuShi1@CnCom.Id807045.CnE2AllL1@27403,DLjm_ZZTC@QiuShi1@CnCom.Id807045.CnE2AllL1@27403,Trader
QiuShi1*819068*CnCom.Id807045.CnE2AllL1*ZZMA_DLpp@QiuShi1@CnCom.Id807045.CnE2AllL1@27415,ZZMA_DLpp@QiuShi1@CnCom.Id807045.CnE2AllL1@27415,Trader
QiuShi1*819068*CnCom.Id807045.CnE2AllL1*ZZSM_ZZTC@QiuShi1@CnCom.Id807045.CnE2AllL1@27421,ZZSM_ZZTC@QiuShi1@CnCom.Id807045.CnE2AllL1@27421,Trader
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1,CnCom.Id807012.CnCmeA_V5L1,Strategy
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1*DLy_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1@59611,DLy_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1@59611,Trader
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1*DLy_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1@59610,DLy_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1@59610,Trader
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1*DLp_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1@59608,DLp_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1@59608,Trader
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1*DLp_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1@59609,DLp_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1@59609,Trader
QiuShi1*819068*CnCom.Id807012.CnCmeA_V5L1*ZZOI_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1@59615,ZZOI_ZL@QiuShi1@CnCom.Id807012.CnCmeA_V5L1@59615,Trader
QiuShi1*819068 - 11220005,819068 - 11220005,Account
QiuShi1*819068 - 11220005*CnCom.Id007929.T2N_FuSc,CnCom.Id007929.T2N_FuSc,Strategy
QiuShi1*819068 - 11220005*CnCom.Id007929.T2N_FuSc*SQfu_SQsc@QiuShi1@CnCom.Id007929.T2N_FuSc@28201,SQfu_SQsc@QiuShi1@CnCom.Id007929.T2N_FuSc@28201,Trader
QiuShi1*819068 - 11220005*Cn.Id807015.MFA_CnComV6,Cn.Id807015.MFA_CnComV6,Strategy
QiuShi1*819068 - 11220005*Cn.Id807015.MFA_CnComV6*DLl_DLpp@QiuShi1@Cn.Id807015.MFA_CnComV6@29403,DLl_DLpp@QiuShi1@Cn.Id807015.MFA_CnComV6@29403,Trader
ShengShi8,ShengShi8,Fund
ShengShi8*11220006,11220006,Account
ShengShi8*11220006*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
ShengShi8*11220006*CnCom.Id807045.IhIfGlb_MRS*CSI300_SgxCN@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60107,CSI300_SgxCN@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60107,Trader
ShengShi8*11220006*Id807035.MFA_T0_M,Id807035.MFA_T0_M,Strategy
ShengShi8*11220006*Id807035.MFA_T0_M*SQag_SQau2@ShengShi8@Id807035.MFA@26401,SQag_SQau2@ShengShi8@Id807035.MFA@26401,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQcu_SQni@ShengShi8@Id807035.MFA@26406,SQcu_SQni@ShengShi8@Id807035.MFA@26406,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQal_SQzn@ShengShi8@Id807035.MFA@26404,SQal_SQzn@ShengShi8@Id807035.MFA@26404,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQrb_SQhc@ShengShi8@Id807035.MFA@26409,SQrb_SQhc@ShengShi8@Id807035.MFA@26409,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQal_SQni@ShengShi8@Id807035.MFA@26402,SQal_SQni@ShengShi8@Id807035.MFA@26402,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQzn_SQni@ShengShi8@Id807035.MFA@26410,SQzn_SQni@ShengShi8@Id807035.MFA@26410,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQcu_SQsn@ShengShi8@Id807035.MFA@26407,SQcu_SQsn@ShengShi8@Id807035.MFA@26407,Trader
ShengShi8*11220006*Cn.Id807035.All_CN,Cn.Id807035.All_CN,Strategy
ShengShi8*11220006*Cn.Id807035.All_CN*ZZTA_SQru@ShengShi8@Cn.Id807035.All_CN@59303,ZZTA_SQru@ShengShi8@Cn.Id807035.All_CN@59303,Trader
ShengShi8*11220006*Cn.Id807035.All_CN*SQbu_SQru@ShengShi8@Cn.Id807035.All_CN@59301,SQbu_SQru@ShengShi8@Cn.Id807035.All_CN@59301,Trader
ShengShi8*11220006*Cn.Id807035.All_CN*ZZTA_ZZMA@ShengShi8@Cn.Id807035.All_CN@59304,ZZTA_ZZMA@ShengShi8@Cn.Id807035.All_CN@59304,Trader
ShengShi8*11220006*Cn.Id807035.All_CN*ZZMA_SQbu@ShengShi8@Cn.Id807035.All_CN@59302,ZZMA_SQbu@ShengShi8@Cn.Id807035.All_CN@59302,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2,CnCom.Id807035.CalArbAll2,Strategy
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2@58620,ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2@58620,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLy@ShengShi8@CnCom.Id807035.CalArbAll2@58614,DLy@ShengShi8@CnCom.Id807035.CalArbAll2@58614,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLp@ShengShi8@CnCom.Id807035.CalArbAll2@58612,DLp@ShengShi8@CnCom.Id807035.CalArbAll2@58612,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLl@ShengShi8@CnCom.Id807035.CalArbAll2@58609,DLl@ShengShi8@CnCom.Id807035.CalArbAll2@58609,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLj@ShengShi8@CnCom.Id807035.CalArbAll2@58607,DLj@ShengShi8@CnCom.Id807035.CalArbAll2@58607,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLj@ShengShi8@CnCom.Id807035.CalArbAll2@58606,DLj@ShengShi8@CnCom.Id807035.CalArbAll2@58606,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLjd@ShengShi8@CnCom.Id807035.CalArbAll2@58604,DLjd@ShengShi8@CnCom.Id807035.CalArbAll2@58604,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLm@ShengShi8@CnCom.Id807035.CalArbAll2@58611,DLm@ShengShi8@CnCom.Id807035.CalArbAll2@58611,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLm@ShengShi8@CnCom.Id807035.CalArbAll2@58610,DLm@ShengShi8@CnCom.Id807035.CalArbAll2@58610,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLp@ShengShi8@CnCom.Id807035.CalArbAll2@58613,DLp@ShengShi8@CnCom.Id807035.CalArbAll2@58613,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLy@ShengShi8@CnCom.Id807035.CalArbAll2@58615,DLy@ShengShi8@CnCom.Id807035.CalArbAll2@58615,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2@58619,ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2@58619,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N,CnCom.Id807035.CalArbAll2N,Strategy
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLy@ShengShi8@CnCom.Id807035.CalArbAll2N@58704,DLy@ShengShi8@CnCom.Id807035.CalArbAll2N@58704,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58701,DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58701,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLy@ShengShi8@CnCom.Id807035.CalArbAll2N@58705,DLy@ShengShi8@CnCom.Id807035.CalArbAll2N@58705,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58702,DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58702,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2N@58709,ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2N@58709,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2N@58710,ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2N@58710,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58703,DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58703,Trader
ShengShi8*11220006*Id807035.MFA_T0_A,Id807035.MFA_T0_A,Strategy
ShengShi8*11220006*Id807035.MFA_T0_A*DLa_DLm@ShengShi8@Id807035.MFA@26101,DLa_DLm@ShengShi8@Id807035.MFA@26101,Trader
ShengShi8*11220006*Id807035.MFA_T0_A*DLc_DLcs@ShengShi8@Id807035.MFA@26107,DLc_DLcs@ShengShi8@Id807035.MFA@26107,Trader
ShengShi8*11220006*Id807035.MFA_T0_A*DLp_ZZOI@ShengShi8@Id807035.MFA@26108,DLp_ZZOI@ShengShi8@Id807035.MFA@26108,Trader
ShengShi8*11220006*Id807035.MFA_T0_A*DLy_ZZOI@ShengShi8@Id807035.MFA@26109,DLy_ZZOI@ShengShi8@Id807035.MFA@26109,Trader
