ShengShi8*11220006*Id807035.MFA_T0_A*DLy_ZZOI@ShengShi8@Id807035.MFA@26109,DLy_ZZOI@ShengShi8@Id807035.MFA@26109,Trader
ShengShi8*11220006*Id807035.MFA_T0_A*DLa_DLm@ShengShi8@Id807035.MFA@26101,DLa_DLm@ShengShi8@Id807035.MFA@26101,Trader
ShengShi8*11220006*Id807035.MFA_T0_A*DLc_DLcs@ShengShi8@Id807035.MFA@26107,DLc_DLcs@ShengShi8@Id807035.MFA@26107,Trader
ShengShi8*11220006*Id807035.MFA_T0_A*DLa_DLp@ShengShi8@Id807035.MFA@26102,DLa_DLp@ShengShi8@Id807035.MFA@26102,Trader
ShengShi8*11220006*Id807035.MFA_T0_A*DLcs_DLy@ShengShi8@Id807035.MFA@26106,DLcs_DLy@ShengShi8@Id807035.MFA@26106,Trader
ShengShi8*11220006*Id807035.MFA_T0_A*DLp_ZZOI@ShengShi8@Id807035.MFA@26108,DLp_ZZOI@ShengShi8@Id807035.MFA@26108,Trader
ShengShi8*11220006*Id807035.MFA_T0_A*DLa_ZZOI@ShengShi8@Id807035.MFA@26104,DLa_ZZOI@ShengShi8@Id807035.MFA@26104,Trader
ShengShi8*11220006*Cn.Id807035.ComB3N,Cn.Id807035.ComB3N,Strategy
ShengShi8*11220006*Cn.Id807035.ComB3N*DLj_SQrb@ShengShi8@Cn.Id807035.ComB3N@40808,DLj_SQrb@ShengShi8@Cn.Id807035.ComB3N@40808,Trader
ShengShi8*11220006*Cn.Id807035.ComB3N*DLi_SQrb@ShengShi8@Cn.Id807035.ComB3N@40803,DLi_SQrb@ShengShi8@Cn.Id807035.ComB3N@40803,Trader
ShengShi8*11220006*Cn.Id807035.ComB3N*DLi_ZZTC@ShengShi8@Cn.Id807035.ComB3N@40804,DLi_ZZTC@ShengShi8@Cn.Id807035.ComB3N@40804,Trader
ShengShi8*11220006*Cn.Id807035.All_MN,Cn.Id807035.All_MN,Strategy
ShengShi8*11220006*Cn.Id807035.All_MN*SQzn_SQni@ShengShi8@Cn.Id807035.All_MN@59405,SQzn_SQni@ShengShi8@Cn.Id807035.All_MN@59405,Trader
ShengShi8*11220006*Cn.Id807035.All_MN*SQal_SQzn@ShengShi8@Cn.Id807035.All_MN@59403,SQal_SQzn@ShengShi8@Cn.Id807035.All_MN@59403,Trader
ShengShi8*11220006*Cn.Id807035.All_MN*SQau2_SQag@ShengShi8@Cn.Id807035.All_MN@59404,SQau2_SQag@ShengShi8@Cn.Id807035.All_MN@59404,Trader
ShengShi8*11220006*Cn.Id807035.All_MN*SQal_SQni@ShengShi8@Cn.Id807035.All_MN@59401,SQal_SQni@ShengShi8@Cn.Id807035.All_MN@59401,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1,CnCom.Id807045.IhIfIcIdxL1,Strategy
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1*CSI300_IdxCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60501,CSI300_IdxCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60501,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1*CSI300_IdxsCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60506,CSI300_IdxsCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60506,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1*CSI300_IdxsCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60504,CSI300_IdxsCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60504,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1*SSE50_IdxSse50@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60511,SSE50_IdxSse50@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60511,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N,CnCom.Id807035.CalArbAll2N,Strategy
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58701,DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58701,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58703,DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58703,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58702,DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58702,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLy@ShengShi8@CnCom.Id807035.CalArbAll2N@58704,DLy@ShengShi8@CnCom.Id807035.CalArbAll2N@58704,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLy@ShengShi8@CnCom.Id807035.CalArbAll2N@58705,DLy@ShengShi8@CnCom.Id807035.CalArbAll2N@58705,Trader
ShengShi8*11220006*Id807035.MFA_T0_B,Id807035.MFA_T0_B,Strategy
ShengShi8*11220006*Id807035.MFA_T0_B*DLj_DLjm@ShengShi8@Id807035.MFA@26211,DLj_DLjm@ShengShi8@Id807035.MFA@26211,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*SQhc_ZZTC@ShengShi8@Id807035.MFA@26218,SQhc_ZZTC@ShengShi8@Id807035.MFA@26218,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*SQrb_ZZSM@ShengShi8@Id807035.MFA@26221,SQrb_ZZSM@ShengShi8@Id807035.MFA@26221,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*ZZSF_ZZSM@ShengShi8@Id807035.MFA@26223,ZZSF_ZZSM@ShengShi8@Id807035.MFA@26223,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*DLi_DLj@ShengShi8@Id807035.MFA@26201,DLi_DLj@ShengShi8@Id807035.MFA@26201,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*DLj_SQrb@ShengShi8@Id807035.MFA@26213,DLj_SQrb@ShengShi8@Id807035.MFA@26213,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*DLi_SQrb@ShengShi8@Id807035.MFA@26204,DLi_SQrb@ShengShi8@Id807035.MFA@26204,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*SQhc_ZZSM@ShengShi8@Id807035.MFA@26217,SQhc_ZZSM@ShengShi8@Id807035.MFA@26217,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*DLi_ZZSF@ShengShi8@Id807035.MFA@26205,DLi_ZZSF@ShengShi8@Id807035.MFA@26205,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*SQrb_SQhc@ShengShi8@Id807035.MFA@26219,SQrb_SQhc@ShengShi8@Id807035.MFA@26219,Trader
ShengShi8*11220006*Cn.Id807035.ComB3,Cn.Id807035.ComB3,Strategy
ShengShi8*11220006*Cn.Id807035.ComB3*DLi_DLjm@ShengShi8@Cn.Id807035.ComB3@40402,DLi_DLjm@ShengShi8@Cn.Id807035.ComB3@40402,Trader
ShengShi8*11220006*Cn.Id807035.ComB3*DLi_ZZTC@ShengShi8@Cn.Id807035.ComB3@40407,DLi_ZZTC@ShengShi8@Cn.Id807035.ComB3@40407,Trader
ShengShi8*11220006*Cn.Id807035.ComB3*DLi_SQrb@ShengShi8@Cn.Id807035.ComB3@40404,DLi_SQrb@ShengShi8@Cn.Id807035.ComB3@40404,Trader
ShengShi8*11220006*Cn.Id807035.ComB3*DLjm_SQrb@ShengShi8@Cn.Id807035.ComB3@40409,DLjm_SQrb@ShengShi8@Cn.Id807035.ComB3@40409,Trader
ShengShi8*11220006*CnCom.Id807035.CalArb3,CnCom.Id807035.CalArb3,Strategy
ShengShi8*11220006*CnCom.Id807035.CalArb3*DLm@ShengShi8@CnCom.Id807035.CalArb3@40118,DLm@ShengShi8@CnCom.Id807035.CalArb3@40118,Trader
ShengShi8*11220006*CnCom.Id807035.CalArb3*DLjd@ShengShi8@CnCom.Id807035.CalArb3@40107,DLjd@ShengShi8@CnCom.Id807035.CalArb3@40107,Trader
ShengShi8*11220006*CnCom.Id807035.CalArb3*DLp@ShengShi8@CnCom.Id807035.CalArb3@40121,DLp@ShengShi8@CnCom.Id807035.CalArb3@40121,Trader
ShengShi8*11220006*Cn.Id807035.All_CN,Cn.Id807035.All_CN,Strategy
ShengShi8*11220006*Cn.Id807035.All_CN*ZZMA_SQbu@ShengShi8@Cn.Id807035.All_CN@59302,ZZMA_SQbu@ShengShi8@Cn.Id807035.All_CN@59302,Trader
ShengShi8*11220006*Cn.Id807035.All_CN*ZZTA_SQru@ShengShi8@Cn.Id807035.All_CN@59303,ZZTA_SQru@ShengShi8@Cn.Id807035.All_CN@59303,Trader
ShengShi8*11220006*Cn.Id807035.All_CN*ZZTA_ZZMA@ShengShi8@Cn.Id807035.All_CN@59304,ZZTA_ZZMA@ShengShi8@Cn.Id807035.All_CN@59304,Trader
ShengShi8*11220006*ShengShi8@Cn.Id807035.ComM3N,ShengShi8@Cn.Id807035.ComM3N,Strategy
ShengShi8*11220006*ShengShi8@Cn.Id807035.ComM3N*SQau2_SQag@ShengShi8@Cn.Id807035.ComM3N@41004,SQau2_SQag@ShengShi8@Cn.Id807035.ComM3N@41004,Trader
ShengShi8*11220006*ShengShi8@Cn.Id807035.ComM3N*SQal_SQni@ShengShi8@Cn.Id807035.ComM3N@41001,SQal_SQni@ShengShi8@Cn.Id807035.ComM3N@41001,Trader
ShengShi8*11220006*ShengShi8@Cn.Id807035.ComM3N*SQzn_SQni@ShengShi8@Cn.Id807035.ComM3N@41006,SQzn_SQni@ShengShi8@Cn.Id807035.ComM3N@41006,Trader
ShengShi8*11220006*ShengShi8@Cn.Id807035.ComM3N*SQcu_SQni@ShengShi8@Cn.Id807035.ComM3N@41005,SQcu_SQni@ShengShi8@Cn.Id807035.ComM3N@41005,Trader
ShengShi8*11220006*Cn.Id807035.ComC3,Cn.Id807035.ComC3,Strategy
ShengShi8*11220006*Cn.Id807035.ComC3*ZZMA_SQbu@ShengShi8@Cn.Id807035.ComC3@40514,ZZMA_SQbu@ShengShi8@Cn.Id807035.ComC3@40514,Trader
ShengShi8*11220006*Cn.Id807035.ComC3*DLpp_ZZMA@ShengShi8@Cn.Id807035.ComC3@40507,DLpp_ZZMA@ShengShi8@Cn.Id807035.ComC3@40507,Trader
ShengShi8*11220006*Cn.Id807035.ComC3*DLpp_SQbu@ShengShi8@Cn.Id807035.ComC3@40505,DLpp_SQbu@ShengShi8@Cn.Id807035.ComC3@40505,Trader
ShengShi8*11220006*Cn.Id807035.ComC3*DLl_ZZTA@ShengShi8@Cn.Id807035.ComC3@40504,DLl_ZZTA@ShengShi8@Cn.Id807035.ComC3@40504,Trader
ShengShi8*11220006*Cn.Id807035.ComC3*DLv_ZZTA@ShengShi8@Cn.Id807035.ComC3@40513,DLv_ZZTA@ShengShi8@Cn.Id807035.ComC3@40513,Trader
ShengShi8*11220006*Cn.Id807035.All_BN,Cn.Id807035.All_BN,Strategy
ShengShi8*11220006*Cn.Id807035.All_BN*DLi_DLjm@ShengShi8@Cn.Id807035.All_BN@59201,DLi_DLjm@ShengShi8@Cn.Id807035.All_BN@59201,Trader
ShengShi8*11220006*Cn.Id807035.All_BN*DLj_SQhc@ShengShi8@Cn.Id807035.All_BN@59205,DLj_SQhc@ShengShi8@Cn.Id807035.All_BN@59205,Trader
ShengShi8*11220006*Cn.Id807035.All_BN*DLi_SQrb@ShengShi8@Cn.Id807035.All_BN@59202,DLi_SQrb@ShengShi8@Cn.Id807035.All_BN@59202,Trader
ShengShi8*11220006*Cn.Id807035.ComM3,Cn.Id807035.ComM3,Strategy
ShengShi8*11220006*Cn.Id807035.ComM3*SQcu_SQni@ShengShi8@Cn.Id807035.ComM3@40606,SQcu_SQni@ShengShi8@Cn.Id807035.ComM3@40606,Trader
ShengShi8*11220006*Cn.Id807035.ComM3*SQzn_SQni@ShengShi8@Cn.Id807035.ComM3@40607,SQzn_SQni@ShengShi8@Cn.Id807035.ComM3@40607,Trader
ShengShi8*11220006*Cn.Id807035.ComM3*SQal_SQni@ShengShi8@Cn.Id807035.ComM3@40601,SQal_SQni@ShengShi8@Cn.Id807035.ComM3@40601,Trader
ShengShi8*11220006*Cn.Id807035.ComA3,Cn.Id807035.ComA3,Strategy
ShengShi8*11220006*Cn.Id807035.ComA3*DLa_ZZOI@ShengShi8@Cn.Id807035.ComA3@40304,DLa_ZZOI@ShengShi8@Cn.Id807035.ComA3@40304,Trader
ShengShi8*11220006*Cn.Id807035.ComA3*DLp_ZZOI@ShengShi8@Cn.Id807035.ComA3@40314,DLp_ZZOI@ShengShi8@Cn.Id807035.ComA3@40314,Trader
ShengShi8*11220006*Id807035.MFA_T0_M,Id807035.MFA_T0_M,Strategy
ShengShi8*11220006*Id807035.MFA_T0_M*SQrb_SQhc@ShengShi8@Id807035.MFA@26409,SQrb_SQhc@ShengShi8@Id807035.MFA@26409,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQal_SQzn@ShengShi8@Id807035.MFA@26404,SQal_SQzn@ShengShi8@Id807035.MFA@26404,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQzn_SQni@ShengShi8@Id807035.MFA@26410,SQzn_SQni@ShengShi8@Id807035.MFA@26410,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQal_SQni@ShengShi8@Id807035.MFA@26402,SQal_SQni@ShengShi8@Id807035.MFA@26402,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQag_SQau2@ShengShi8@Id807035.MFA@26401,SQag_SQau2@ShengShi8@Id807035.MFA@26401,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQcu_SQsn@ShengShi8@Id807035.MFA@26407,SQcu_SQsn@ShengShi8@Id807035.MFA@26407,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQcu_SQni@ShengShi8@Id807035.MFA@26406,SQcu_SQni@ShengShi8@Id807035.MFA@26406,Trader
ShengShi8*11220006*Cn.Id807035.ComA3N,Cn.Id807035.ComA3N,Strategy
ShengShi8*11220006*Cn.Id807035.ComA3N*DLp_ZZOI@ShengShi8@Cn.Id807035.ComA3N@40704,DLp_ZZOI@ShengShi8@Cn.Id807035.ComA3N@40704,Trader
ShengShi8*11220006*Cn.Id807035.ComA3N*DLp_DLy@ShengShi8@Cn.Id807035.ComA3N@40703,DLp_DLy@ShengShi8@Cn.Id807035.ComA3N@40703,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
ShengShi8*11220006*CnCom.Id807045.IhIfGlb_MRS*CSI300_SgxCN@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60107,CSI300_SgxCN@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60107,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfGlb_MRS*SSE50_HHI@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60110,SSE50_HHI@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60110,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfGlb_MRS*CSI300_HHI@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60101,CSI300_HHI@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60101,Trader
ShengShi8*11220006*Cn.Id807035.All_AN,Cn.Id807035.All_AN,Strategy
ShengShi8*11220006*Cn.Id807035.All_AN*DLm_ZZSR@ShengShi8@Cn.Id807035.All_AN@59101,DLm_ZZSR@ShengShi8@Cn.Id807035.All_AN@59101,Trader
ShengShi8*11220006*Cn.Id807035.All_AN*DLp_ZZOI@ShengShi8@Cn.Id807035.All_AN@59103,DLp_ZZOI@ShengShi8@Cn.Id807035.All_AN@59103,Trader
ShengShi8*11220006*Cn.Id807035.All_AN*DLp_DLy@ShengShi8@Cn.Id807035.All_AN@59102,DLp_DLy@ShengShi8@Cn.Id807035.All_AN@59102,Trader
ShengShi8*11220006*CnCom.Id807035.CalArb3N,CnCom.Id807035.CalArb3N,Strategy
ShengShi8*11220006*CnCom.Id807035.CalArb3N*DLp@ShengShi8@CnCom.Id807035.CalArb3N@40220,DLp@ShengShi8@CnCom.Id807035.CalArb3N@40220,Trader
ShengShi8*11220006*CnCom.Id807035.CalArb3N*DLm@ShengShi8@CnCom.Id807035.CalArb3N@40217,DLm@ShengShi8@CnCom.Id807035.CalArb3N@40217,Trader
ShengShi8*11220006*CnCom.Id807035.CalArb3N*DLy@ShengShi8@CnCom.Id807035.CalArb3N@40223,DLy@ShengShi8@CnCom.Id807035.CalArb3N@40223,Trader
ShengShi8*11220006*CnCom.Id807035.CalArb3N*DLa@ShengShi8@CnCom.Id807035.CalArb3N@40201,DLa@ShengShi8@CnCom.Id807035.CalArb3N@40201,Trader
ShengShi8*11220006 - 999997,11220006 - 999997,Account
ShengShi8*11220006 - 999997*Cn.Id807035.ComC3N,Cn.Id807035.ComC3N,Strategy
ShengShi8*11220006 - 999997*Cn.Id807035.ComC3N*ZZMA_SQbu@ShengShi8@Cn.Id807035.ComC3N@40901,ZZMA_SQbu@ShengShi8@Cn.Id807035.ComC3N@40901,Trader
Prop5,Prop5,Fund
Prop5*180380 - 11180151,180380 - 11180151,Account
Prop5*180380 - 11180151*CnCom.Id807012.SQniWxNi,CnCom.Id807012.SQniWxNi,Strategy
Prop5*180380 - 11180151*CnCom.Id807012.SQniWxNi*SQni_WxNi@Prop5@CnCom.Id807012.SQniWxNi@58802-2,SQni_WxNi@Prop5@CnCom.Id807012.SQniWxNi@58802-2,Trader
Prop5*1803801,1803801,Account
Prop5*1803801*CnCom.Id807045.WxNiS2L1,CnCom.Id807045.WxNiS2L1,Strategy
Prop5*1803801*CnCom.Id807045.WxNiS2L1*WxNi_SQni@Prop5@CnCom.Id807045.WxNiS2L1@61812,WxNi_SQni@Prop5@CnCom.Id807045.WxNiS2L1@61812,Trader
Prop5*1803801*CnCom.Id807045.WxNiS2L1*WxNi_SQni@Prop5@CnCom.Id807045.WxNiS2L1@61811,WxNi_SQni@Prop5@CnCom.Id807045.WxNiS2L1@61811,Trader
Prop5*1803801*CnCom.Id807045.WxNiS2L1*WxNi_SQni@Prop5@CnCom.Id807045.WxNiS2L1@61810,WxNi_SQni@Prop5@CnCom.Id807045.WxNiS2L1@61810,Trader
Prop5*11180151 - 1803801 - 1803802,11180151 - 1803801 - 1803802,Account
Prop5*11180151 - 1803801 - 1803802*CnCom.Id807012.WxNiQSL1,CnCom.Id807012.WxNiQSL1,Strategy
Prop5*11180151 - 1803801 - 1803802*CnCom.Id807012.WxNiQSL1*SQni_WxNi@Prop5@CnCom.Id807012.WxNiQSL1@60406,SQni_WxNi@Prop5@CnCom.Id807012.WxNiQSL1@60406,Trader
Prop5*11180151 - 1803801 - 1803802*CnCom.Id807012.WxNiQSL1*WxNi_SQni@Prop5@CnCom.Id807012.WxNiQSL1@60412,WxNi_SQni@Prop5@CnCom.Id807012.WxNiQSL1@60412,Trader
ShengShi9,ShengShi9,Fund
ShengShi9*819198,819198,Account
ShengShi9*819198*CnCom.Id807012_VsScL1_Old,CnCom.Id807012_VsScL1_Old,Strategy
ShengShi9*819198*CnCom.Id807012_VsScL1_Old*SQbu_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61613,SQbu_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61613,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1_Old*DLv_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61510,DLv_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61510,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1_Old*ZZTA_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61525,ZZTA_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61525,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1_Old*SQru_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61519,SQru_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61519,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1_Old*ZZMA_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61522,ZZMA_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61522,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1_Old*DLv_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61610,DLv_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61610,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1_Old*SQfu_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61616,SQfu_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61616,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1_Old*DLl_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61504,DLl_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61504,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1_Old*DLl_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61604,DLl_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61604,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1_Old*SQru_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61619,SQru_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61619,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1_Old*ZZMA_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61622,ZZMA_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61622,Trader
ShengShi9*819198*Id807035.MFA_T0_B,Id807035.MFA_T0_B,Strategy
ShengShi9*819198*Id807035.MFA_T0_B*SQrb_SQhc@ShengShi9@Id807035.MFA@26219,SQrb_SQhc@ShengShi9@Id807035.MFA@26219,Trader
ShengShi9*819198*Id807035.MFA_T0_B*DLj_SQrb@ShengShi9@Id807035.MFA@26213,DLj_SQrb@ShengShi9@Id807035.MFA@26213,Trader
ShengShi9*819198*Id807035.MFA_T0_B*DLi_DLj@ShengShi9@Id807035.MFA@26201,DLi_DLj@ShengShi9@Id807035.MFA@26201,Trader
ShengShi9*819198*Id807035.MFA_T0_B*DLi_SQrb@ShengShi9@Id807035.MFA@26204,DLi_SQrb@ShengShi9@Id807035.MFA@26204,Trader
ShengShi9*819198*Id807035.MFA_T0_C,Id807035.MFA_T0_C,Strategy
ShengShi9*819198*Id807035.MFA_T0_C*ZZTA_SQru@ShengShi9@Id807035.MFA@26317,ZZTA_SQru@ShengShi9@Id807035.MFA@26317,Trader
ShengShi9*819198*Id807035.MFA_T0_C*DLpp_SQru@ShengShi9@Id807035.MFA@26306,DLpp_SQru@ShengShi9@Id807035.MFA@26306,Trader
ShengShi9*819198*Id807035.MFA_T0_C*ZZMA_SQbu@ShengShi9@Id807035.MFA@26314,ZZMA_SQbu@ShengShi9@Id807035.MFA@26314,Trader
ShengShi9*819198*Id807035.MFA_T0_C*ZZMA_SQru@ShengShi9@Id807035.MFA@26315,ZZMA_SQru@ShengShi9@Id807035.MFA@26315,Trader
ShengShi9*819198*Id807035.MFA_T0_C*ZZTA_ZZMA@ShengShi9@Id807035.MFA@26318,ZZTA_ZZMA@ShengShi9@Id807035.MFA@26318,Trader
ShengShi9*819198*Id807035.MFA_T0_C*DLv_SQru@ShengShi9@Id807035.MFA@26310,DLv_SQru@ShengShi9@Id807035.MFA@26310,Trader
ShengShi9*819198*Cn.Id807035.All_BN,Cn.Id807035.All_BN,Strategy
ShengShi9*819198*Cn.Id807035.All_BN*DLi_DLjm@ShengShi9@Cn.Id807035.All_BN@59201,DLi_DLjm@ShengShi9@Cn.Id807035.All_BN@59201,Trader
ShengShi9*819198*Cn.Id807035.All_BN*DLj_SQhc@ShengShi9@Cn.Id807035.All_BN@59205,DLj_SQhc@ShengShi9@Cn.Id807035.All_BN@59205,Trader
